geral; gerador; descriminador 
0.2398; 0.8058; 1.4324 
0.2393; 0.8058; 1.4304 
0.2360; 0.8058; 1.4279 
0.2395; 0.8058; 1.4333 
0.2361; 0.8058; 1.4322 
0.2361; 0.8058; 1.4295 
0.2359; 0.8058; 1.4273 
0.2335; 0.8058; 1.4368 
0.2358; 0.8058; 1.4314 
0.2360; 0.8058; 1.4289 
0.2368; 0.8058; 1.4257 
0.2350; 0.8058; 1.4297 
0.2334; 0.8058; 1.4336 
0.2323; 0.8058; 1.4312 
0.2322; 0.8058; 1.4282 
0.5211; 0.8058; 1.4066 
0.4025; 0.8058; 1.6328 
0.3685; 0.8058; 1.5993 
0.3091; 0.8058; 1.5547 
0.2854; 0.8058; 1.5219 
0.2694; 0.8058; 1.4439 
0.2635; 0.8058; 1.4832 
0.2669; 0.8058; 1.4706 
0.2672; 0.8058; 1.4666 
0.2623; 0.8058; 1.4566 
0.2622; 0.8058; 1.4601 
0.2589; 0.8058; 1.4641 
0.2567; 0.8058; 1.4487 
0.2544; 0.8058; 1.4420 
0.2524; 0.8058; 1.4627 
0.2476; 0.8058; 1.4383 
0.2416; 0.8058; 1.4475 
0.2468; 0.8058; 1.4498 
0.2478; 0.8058; 1.4705 
0.2482; 0.8058; 1.4587 
0.2456; 0.8058; 1.4843 
0.2428; 0.8058; 1.4834 
0.2382; 0.8058; 1.4712 
0.2347; 0.8058; 1.4645 
0.2357; 0.8058; 1.4543 
0.2364; 0.8058; 1.4517 
0.2349; 0.8058; 1.4580 
0.2372; 0.8058; 1.4503 
0.2381; 0.8058; 1.4470 
0.2361; 0.8058; 1.4502 
0.2335; 0.8058; 1.4503 
0.2364; 0.8058; 1.4437 
0.2372; 0.8058; 1.4482 
0.2335; 0.8058; 1.4482 
0.2301; 0.8058; 1.4438 
0.2301; 0.8058; 1.4363 
0.2346; 0.8058; 1.4391 
0.2294; 0.8058; 1.4333 
0.2316; 0.8058; 1.4361 
0.2294; 0.8058; 1.4400 
0.2300; 0.8058; 1.4432 
0.2281; 0.8058; 1.4437 
0.2284; 0.8058; 1.4465 
0.2283; 0.8058; 1.4462 
0.2302; 0.8058; 1.4434 
0.2293; 0.8058; 1.4399 
0.2294; 0.8058; 1.4410 
0.2288; 0.8058; 1.4409 
0.2311; 0.8058; 1.4419 
0.2308; 0.8058; 1.4439 
0.2688; 0.8058; 1.3407 
0.1902; 0.8058; 1.3219 
0.1765; 0.8058; 1.3061 
0.2056; 0.8058; 1.3137 
0.2230; 0.8058; 1.3182 
0.2469; 0.8058; 1.3899 
0.2464; 0.8058; 1.4095 
0.2459; 0.8058; 1.3805 
0.2447; 0.8058; 1.3581 
0.2349; 0.8058; 1.3583 
0.2417; 0.8058; 1.3763 
0.2412; 0.8057; 1.3774 
0.2339; 0.8058; 1.4261 
0.2287; 0.8058; 1.4336 
0.2310; 0.8057; 1.4447 
0.2334; 0.8057; 1.4312 
0.2336; 0.8057; 1.4449 
0.2419; 0.8057; 1.4308 
0.2396; 0.8057; 1.4335 
0.2372; 0.8057; 1.4368 
0.2381; 0.8058; 1.4392 
0.2321; 0.8058; 1.4371 
0.2375; 0.8058; 1.4406 
0.2398; 0.8057; 1.4558 
0.2434; 0.8057; 1.4543 
0.2397; 0.8057; 1.4583 
0.2389; 0.8057; 1.4603 
0.2406; 0.8057; 1.4626 
0.2436; 0.8057; 1.4554 
0.2460; 0.8057; 1.4484 
0.2432; 0.8057; 1.4345 
0.2448; 0.8057; 1.4303 
0.2417; 0.8057; 1.4300 
0.2404; 0.8057; 1.4308 
0.2392; 0.8057; 1.4281 
0.2466; 0.8057; 1.4214 
0.2473; 0.8057; 1.4211 
0.2435; 0.8057; 1.4239 
0.2411; 0.8057; 1.4194 
0.2385; 0.8057; 1.4207 
0.2431; 0.8057; 1.4216 
0.2404; 0.8057; 1.4275 
0.2419; 0.8057; 1.4269 
0.2424; 0.8057; 1.4289 
0.2422; 0.8057; 1.4323 
0.2405; 0.8057; 1.4314 
0.2416; 0.8057; 1.4319 
0.2435; 0.8057; 1.4337 
0.2425; 0.8057; 1.4255 
0.2448; 0.8057; 1.4243 
0.2523; 0.8057; 1.2648 
0.2154; 0.8058; 1.2209 
0.2067; 0.8058; 1.3244 
0.2246; 0.8058; 1.3211 
0.2103; 0.8058; 1.3430 
0.2076; 0.8058; 1.3775 
0.2150; 0.8058; 1.3602 
0.2203; 0.8058; 1.3408 
0.2210; 0.8058; 1.3330 
0.2074; 0.8058; 1.3145 
0.2196; 0.8058; 1.3345 
0.2235; 0.8058; 1.3306 
0.2242; 0.8058; 1.3499 
0.2254; 0.8058; 1.3575 
0.2325; 0.8058; 1.3537 
0.2365; 0.8058; 1.3650 
0.2351; 0.8058; 1.3575 
0.2356; 0.8058; 1.3565 
0.2314; 0.8058; 1.3576 
0.2275; 0.8058; 1.3555 
0.2261; 0.8058; 1.3561 
0.2323; 0.8058; 1.3550 
0.2338; 0.8058; 1.3625 
0.2317; 0.8058; 1.3653 
0.2342; 0.8058; 1.3723 
0.2286; 0.8058; 1.3741 
0.2325; 0.8058; 1.3666 
0.2258; 0.8058; 1.3595 
0.2280; 0.8058; 1.3614 
0.2324; 0.8058; 1.3638 
0.2338; 0.8058; 1.3616 
0.2312; 0.8059; 1.3576 
0.2323; 0.8058; 1.3616 
0.2335; 0.8058; 1.3643 
0.2316; 0.8059; 1.3574 
0.2350; 0.8059; 1.3539 
0.2343; 0.8059; 1.3469 
0.2328; 0.8059; 1.3429 
0.2315; 0.8059; 1.3449 
0.2332; 0.8059; 1.3508 
0.2310; 0.8059; 1.3534 
0.2281; 0.8059; 1.3546 
0.2295; 0.8059; 1.3512 
0.2329; 0.8059; 1.3527 
0.2340; 0.8059; 1.3520 
0.2298; 0.8059; 1.3525 
0.2310; 0.8059; 1.3518 
0.2322; 0.8059; 1.3529 
0.2320; 0.8059; 1.3523 
0.2313; 0.8059; 1.3501 
0.2467; 0.8059; 1.8441 
0.2321; 0.8059; 1.6886 
0.2454; 0.8059; 1.5826 
0.2465; 0.8059; 1.5552 
0.2338; 0.8058; 1.6098 
0.2202; 0.8059; 1.5368 
0.2131; 0.8059; 1.4822 
0.2495; 0.8059; 1.4879 
0.2585; 0.8059; 1.4816 
0.2517; 0.8059; 1.4524 
0.2612; 0.8059; 1.4613 
0.2594; 0.8059; 1.4487 
0.2601; 0.8059; 1.4509 
0.2456; 0.8059; 1.4609 
0.2390; 0.8059; 1.4699 
0.2446; 0.8059; 1.4642 
0.2428; 0.8059; 1.4604 
0.2386; 0.8059; 1.4548 
0.2388; 0.8059; 1.4520 
0.2387; 0.8059; 1.4355 
0.2387; 0.8059; 1.4426 
0.2350; 0.8059; 1.4384 
0.2345; 0.8059; 1.4419 
0.2315; 0.8059; 1.4294 
0.2278; 0.8060; 1.4211 
0.2308; 0.8060; 1.4108 
0.2295; 0.8060; 1.4059 
0.2280; 0.8059; 1.4131 
0.2240; 0.8059; 1.4138 
0.2247; 0.8059; 1.4064 
0.2289; 0.8060; 1.4039 
0.2230; 0.8059; 1.3919 
0.2256; 0.8060; 1.3917 
0.2237; 0.8060; 1.3853 
0.2221; 0.8060; 1.3783 
0.2195; 0.8060; 1.3774 
0.2201; 0.8060; 1.3813 
0.2192; 0.8060; 1.3797 
0.2188; 0.8060; 1.3850 
0.2201; 0.8060; 1.3826 
0.2196; 0.8060; 1.3821 
0.2217; 0.8060; 1.3841 
0.2201; 0.8060; 1.3850 
0.2209; 0.8059; 1.3883 
0.2188; 0.8059; 1.3910 
0.2187; 0.8059; 1.3886 
0.2197; 0.8059; 1.3845 
0.2201; 0.8059; 1.3792 
0.2213; 0.8059; 1.3787 
0.2207; 0.8059; 1.3766 
0.1887; 0.8059; 1.3036 
0.1957; 0.8059; 1.3739 
0.2064; 0.8060; 1.3869 
0.1952; 0.8060; 1.3724 
0.2120; 0.8060; 1.3652 
0.2313; 0.8059; 1.3916 
0.2450; 0.8059; 1.4019 
0.2389; 0.8059; 1.4344 
0.2337; 0.8060; 1.4101 
0.2268; 0.8060; 1.3786 
0.2189; 0.8060; 1.3797 
0.2186; 0.8060; 1.3711 
0.2217; 0.8060; 1.3790 
0.2148; 0.8060; 1.3893 
0.2261; 0.8060; 1.3937 
0.2346; 0.8060; 1.3928 
0.2413; 0.8060; 1.3899 
0.2300; 0.8060; 1.3690 
0.2282; 0.8060; 1.3717 
0.2193; 0.8060; 1.3796 
0.2197; 0.8060; 1.3761 
0.2228; 0.8060; 1.3745 
0.2274; 0.8060; 1.3737 
0.2306; 0.8060; 1.3699 
0.2298; 0.8060; 1.3702 
0.2278; 0.8060; 1.3648 
0.2280; 0.8060; 1.3606 
0.2271; 0.8060; 1.3560 
0.2265; 0.8060; 1.3583 
0.2299; 0.8060; 1.3574 
0.2282; 0.8060; 1.3524 
0.2240; 0.8060; 1.3612 
0.2241; 0.8060; 1.3680 
0.2211; 0.8060; 1.3719 
0.2287; 0.8060; 1.3761 
0.2232; 0.8060; 1.3770 
0.2272; 0.8060; 1.3777 
0.2290; 0.8060; 1.3774 
0.2280; 0.8060; 1.3747 
0.2268; 0.8060; 1.3726 
0.2249; 0.8060; 1.3737 
0.2258; 0.8060; 1.3772 
0.2235; 0.8059; 1.3859 
0.2255; 0.8059; 1.3831 
0.2252; 0.8059; 1.3848 
0.2239; 0.8060; 1.3825 
0.2247; 0.8060; 1.3778 
0.2274; 0.8060; 1.3795 
0.2289; 0.8060; 1.3795 
0.2271; 0.8060; 1.3810 
0.2849; 0.8060; 1.5152 
0.2623; 0.8060; 1.6013 
0.2973; 0.8060; 1.5096 
0.2278; 0.8059; 1.3934 
0.2332; 0.8059; 1.4103 
0.2272; 0.8059; 1.4215 
0.2337; 0.8059; 1.3730 
0.2318; 0.8059; 1.3614 
0.2467; 0.8059; 1.3776 
0.2543; 0.8059; 1.3759 
0.2557; 0.8059; 1.3674 
0.2633; 0.8059; 1.3705 
0.2626; 0.8059; 1.3737 
0.2606; 0.8059; 1.3658 
0.2544; 0.8059; 1.3661 
0.2536; 0.8059; 1.3775 
0.2590; 0.8059; 1.3884 
0.2544; 0.8059; 1.3866 
0.2528; 0.8059; 1.3797 
0.2579; 0.8059; 1.3830 
0.2533; 0.8059; 1.3788 
0.2447; 0.8059; 1.3782 
0.2426; 0.8059; 1.3790 
0.2412; 0.8059; 1.3808 
0.2399; 0.8059; 1.3689 
0.2362; 0.8059; 1.3758 
0.2385; 0.8059; 1.3817 
0.2395; 0.8059; 1.3809 
0.2397; 0.8059; 1.3713 
0.2407; 0.8059; 1.3686 
0.2425; 0.8059; 1.3639 
0.2418; 0.8059; 1.3706 
0.2451; 0.8059; 1.3701 
0.2477; 0.8059; 1.3672 
0.2466; 0.8060; 1.3654 
0.2437; 0.8060; 1.3662 
0.2408; 0.8060; 1.3665 
0.2400; 0.8060; 1.3692 
0.2419; 0.8059; 1.3756 
0.2396; 0.8059; 1.3799 
0.2400; 0.8059; 1.3844 
0.2394; 0.8059; 1.3859 
0.2396; 0.8059; 1.3825 
0.2391; 0.8059; 1.3877 
0.2407; 0.8059; 1.3832 
0.2423; 0.8059; 1.3780 
0.2425; 0.8059; 1.3781 
0.2434; 0.8059; 1.3802 
0.2425; 0.8059; 1.3865 
0.2405; 0.8059; 1.3820 
0.2722; 0.8059; 1.4559 
0.2681; 0.8059; 1.5421 
0.2536; 0.8059; 1.5226 
0.2371; 0.8059; 1.4971 
0.2518; 0.8059; 1.4438 
0.2475; 0.8059; 1.4428 
0.2729; 0.8059; 1.4581 
0.2440; 0.8059; 1.3986 
0.2642; 0.8059; 1.4270 
0.2581; 0.8059; 1.4029 
0.2535; 0.8059; 1.4308 
0.2449; 0.8059; 1.4169 
0.2472; 0.8060; 1.3981 
0.2461; 0.8059; 1.4100 
0.2482; 0.8059; 1.4056 
0.2430; 0.8059; 1.4082 
0.2421; 0.8059; 1.4208 
0.2419; 0.8059; 1.4173 
0.2377; 0.8059; 1.4157 
0.2417; 0.8059; 1.4119 
0.2455; 0.8059; 1.4085 
0.2405; 0.8059; 1.4022 
0.2405; 0.8059; 1.4064 
0.2412; 0.8059; 1.4015 
0.2407; 0.8059; 1.3937 
0.2492; 0.8060; 1.3803 
0.2521; 0.8060; 1.3826 
0.2532; 0.8060; 1.3772 
0.2545; 0.8060; 1.3811 
0.2502; 0.8060; 1.3795 
0.2531; 0.8060; 1.3875 
0.2524; 0.8060; 1.3802 
0.2533; 0.8060; 1.3734 
0.2505; 0.8060; 1.3772 
0.2492; 0.8060; 1.3835 
0.2493; 0.8060; 1.3780 
0.2482; 0.8060; 1.3803 
0.2488; 0.8060; 1.3753 
0.2479; 0.8060; 1.3710 
0.2462; 0.8060; 1.3734 
0.2450; 0.8060; 1.3706 
0.2451; 0.8060; 1.3771 
0.2453; 0.8060; 1.3809 
0.2487; 0.8059; 1.3908 
0.2542; 0.8059; 1.3906 
0.2556; 0.8059; 1.3898 
0.2562; 0.8059; 1.3961 
0.2575; 0.8059; 1.3940 
0.2592; 0.8059; 1.3948 
0.2581; 0.8059; 1.3989 
0.2637; 0.8059; 1.4606 
0.2711; 0.8059; 1.4631 
0.2752; 0.8059; 1.4366 
0.2670; 0.8060; 1.4421 
0.2443; 0.8059; 1.4204 
0.2447; 0.8059; 1.4534 
0.2551; 0.8060; 1.4762 
0.2458; 0.8060; 1.4838 
0.2446; 0.8060; 1.4700 
0.2480; 0.8060; 1.4510 
0.2745; 0.8060; 1.4797 
0.2576; 0.8060; 1.5009 
0.2570; 0.8060; 1.4976 
0.2486; 0.8060; 1.4959 
0.2455; 0.8060; 1.4754 
0.2352; 0.8060; 1.4611 
0.2334; 0.8060; 1.4637 
0.2364; 0.8060; 1.4681 
0.2392; 0.8060; 1.4608 
0.2371; 0.8060; 1.4671 
0.2385; 0.8060; 1.4633 
0.2392; 0.8060; 1.4519 
0.2355; 0.8060; 1.4507 
0.2351; 0.8060; 1.4422 
0.2360; 0.8060; 1.4413 
0.2333; 0.8060; 1.4398 
0.2341; 0.8060; 1.4281 
0.2339; 0.8060; 1.4260 
0.2373; 0.8060; 1.4284 
0.2423; 0.8060; 1.4142 
0.2416; 0.8060; 1.4119 
0.2401; 0.8060; 1.4182 
0.2397; 0.8060; 1.4160 
0.2391; 0.8060; 1.4091 
0.2406; 0.8060; 1.4050 
0.2402; 0.8060; 1.4074 
0.2403; 0.8060; 1.4040 
0.2408; 0.8060; 1.3982 
0.2393; 0.8060; 1.3980 
0.2397; 0.8060; 1.4037 
0.2372; 0.8060; 1.4046 
0.2407; 0.8060; 1.4099 
0.2406; 0.8060; 1.4116 
0.2379; 0.8060; 1.4148 
0.2413; 0.8060; 1.4141 
0.2416; 0.8060; 1.4104 
0.2433; 0.8060; 1.4038 
0.2438; 0.8060; 1.3906 
0.2453; 0.8060; 1.3982 
0.2447; 0.8060; 1.4014 
0.2365; 0.8060; 1.5005 
0.2376; 0.8060; 1.3362 
0.2701; 0.8060; 1.2929 
0.2455; 0.8060; 1.2941 
0.2481; 0.8060; 1.2719 
0.2526; 0.8060; 1.3361 
0.2452; 0.8060; 1.3659 
0.2286; 0.8060; 1.3826 
0.2143; 0.8060; 1.3947 
0.2215; 0.8060; 1.4288 
0.2193; 0.8060; 1.4021 
0.2207; 0.8060; 1.3885 
0.2110; 0.8060; 1.3746 
0.2235; 0.8060; 1.3617 
0.2400; 0.8060; 1.3775 
0.2270; 0.8060; 1.3942 
0.2274; 0.8060; 1.3979 
0.2231; 0.8060; 1.3814 
0.2248; 0.8060; 1.3910 
0.2227; 0.8060; 1.3894 
0.2228; 0.8060; 1.3812 
0.2206; 0.8060; 1.3852 
0.2201; 0.8060; 1.3993 
0.2222; 0.8060; 1.4081 
0.2212; 0.8060; 1.4151 
0.2236; 0.8060; 1.4117 
0.2229; 0.8060; 1.4172 
0.2263; 0.8060; 1.4135 
0.2327; 0.8060; 1.4106 
0.2311; 0.8060; 1.4131 
0.2309; 0.8060; 1.4032 
0.2312; 0.8060; 1.4064 
0.2440; 0.8060; 1.4079 
0.2390; 0.8060; 1.3991 
0.2372; 0.8060; 1.4036 
0.2394; 0.8060; 1.4035 
0.2375; 0.8060; 1.4105 
0.2346; 0.8060; 1.4176 
0.2387; 0.8060; 1.4229 
0.2407; 0.8060; 1.4230 
0.2405; 0.8060; 1.4278 
0.2403; 0.8060; 1.4388 
0.2391; 0.8060; 1.4353 
0.2375; 0.8060; 1.4318 
0.2387; 0.8060; 1.4317 
0.2397; 0.8060; 1.4329 
0.2378; 0.8060; 1.4302 
0.2367; 0.8060; 1.4225 
0.2371; 0.8060; 1.4192 
0.2398; 0.8060; 1.4170 
0.4614; 0.8060; 1.5268 
0.2874; 0.8060; 1.5756 
0.2913; 0.8060; 1.5339 
0.2603; 0.8060; 1.4675 
0.2582; 0.8060; 1.4638 
0.2333; 0.8060; 1.4758 
0.2499; 0.8060; 1.4798 
0.2488; 0.8060; 1.4385 
0.2369; 0.8060; 1.4375 
0.2433; 0.8060; 1.4529 
0.2421; 0.8060; 1.4601 
0.2441; 0.8060; 1.4384 
0.2381; 0.8060; 1.4414 
0.2405; 0.8060; 1.4282 
0.2370; 0.8060; 1.4219 
0.2317; 0.8060; 1.4134 
0.2310; 0.8060; 1.4099 
0.2327; 0.8060; 1.4181 
0.2362; 0.8060; 1.4293 
0.2271; 0.8060; 1.4451 
0.2267; 0.8060; 1.4394 
0.2237; 0.8060; 1.4295 
0.2233; 0.8060; 1.4257 
0.2216; 0.8060; 1.4345 
0.2253; 0.8059; 1.4298 
0.2267; 0.8059; 1.4345 
0.2272; 0.8059; 1.4379 
0.2289; 0.8059; 1.4434 
0.2276; 0.8059; 1.4425 
0.2264; 0.8059; 1.4411 
0.2233; 0.8059; 1.4407 
0.2228; 0.8059; 1.4439 
0.2233; 0.8059; 1.4402 
0.2194; 0.8059; 1.4340 
0.2234; 0.8059; 1.4306 
0.2219; 0.8059; 1.4354 
0.2253; 0.8059; 1.4321 
0.2259; 0.8059; 1.4202 
0.2258; 0.8059; 1.4214 
0.2266; 0.8059; 1.4175 
0.2282; 0.8059; 1.4159 
0.2275; 0.8059; 1.4117 
0.2302; 0.8059; 1.4143 
0.2310; 0.8059; 1.4171 
0.2328; 0.8059; 1.4156 
0.2332; 0.8059; 1.4105 
0.2331; 0.8059; 1.4141 
0.2308; 0.8059; 1.4085 
0.2278; 0.8059; 1.4080 
0.2311; 0.8059; 1.4069 
0.2808; 0.8059; 1.2959 
0.2108; 0.8059; 1.3422 
0.1952; 0.8059; 1.4422 
0.1971; 0.8059; 1.4328 
0.2368; 0.8059; 1.4541 
0.3089; 0.8059; 1.5237 
0.3025; 0.8059; 1.5079 
0.2823; 0.8059; 1.5187 
0.2917; 0.8059; 1.4992 
0.2875; 0.8059; 1.4811 
0.2868; 0.8059; 1.4924 
0.2795; 0.8059; 1.4713 
0.2801; 0.8059; 1.4753 
0.2813; 0.8059; 1.4674 
0.2795; 0.8059; 1.4638 
0.2771; 0.8059; 1.4554 
0.2762; 0.8059; 1.4492 
0.2735; 0.8059; 1.4672 
0.2714; 0.8059; 1.4651 
0.2661; 0.8059; 1.4603 
0.2580; 0.8059; 1.4443 
0.2552; 0.8059; 1.4375 
0.2520; 0.8059; 1.4363 
0.2601; 0.8059; 1.4249 
0.2586; 0.8059; 1.4264 
0.2550; 0.8059; 1.4235 
0.2533; 0.8059; 1.4143 
0.2491; 0.8059; 1.4163 
0.2515; 0.8059; 1.4188 
0.2504; 0.8059; 1.4172 
0.2528; 0.8059; 1.4244 
0.2537; 0.8059; 1.4210 
0.2556; 0.8059; 1.4284 
0.2528; 0.8059; 1.4295 
0.2499; 0.8059; 1.4280 
0.2501; 0.8059; 1.4333 
0.2507; 0.8059; 1.4297 
0.2478; 0.8059; 1.4266 
0.2510; 0.8059; 1.4286 
0.2496; 0.8059; 1.4251 
0.2510; 0.8060; 1.4202 
0.2485; 0.8060; 1.4160 
0.2507; 0.8060; 1.4152 
0.2483; 0.8060; 1.4190 
0.2482; 0.8060; 1.4164 
0.2486; 0.8060; 1.4183 
0.2498; 0.8060; 1.4128 
0.2507; 0.8060; 1.4105 
0.2541; 0.8060; 1.4067 
0.2544; 0.8060; 1.4073 
0.1860; 0.8060; 1.5785 
0.2286; 0.8060; 1.5065 
0.1815; 0.8060; 1.4677 
0.1936; 0.8060; 1.4830 
0.1927; 0.8060; 1.4618 
0.1787; 0.8060; 1.4407 
0.1818; 0.8060; 1.4253 
0.1951; 0.8060; 1.4006 
0.1951; 0.8060; 1.3811 
0.1814; 0.8060; 1.3981 
0.1820; 0.8060; 1.3937 
0.1848; 0.8060; 1.3941 
0.1863; 0.8060; 1.3883 
0.1850; 0.8060; 1.3988 
0.1882; 0.8060; 1.3779 
0.1932; 0.8060; 1.3683 
0.1964; 0.8060; 1.3575 
0.2019; 0.8060; 1.3680 
0.2018; 0.8060; 1.3503 
0.2052; 0.8060; 1.3387 
0.2015; 0.8060; 1.3440 
0.2083; 0.8060; 1.3535 
0.2117; 0.8060; 1.3570 
0.2099; 0.8060; 1.3629 
0.2083; 0.8060; 1.3662 
0.2054; 0.8060; 1.3656 
0.2109; 0.8060; 1.3598 
0.2176; 0.8060; 1.3472 
0.2178; 0.8060; 1.3541 
0.2156; 0.8060; 1.3483 
0.2169; 0.8060; 1.3418 
0.2178; 0.8060; 1.3402 
0.2217; 0.8060; 1.3460 
0.2200; 0.8060; 1.3447 
0.2199; 0.8060; 1.3577 
0.2192; 0.8060; 1.3632 
0.2178; 0.8060; 1.3621 
0.2198; 0.8060; 1.3584 
0.2178; 0.8060; 1.3559 
0.2200; 0.8060; 1.3551 
0.2213; 0.8060; 1.3539 
0.2222; 0.8060; 1.3470 
0.2217; 0.8060; 1.3476 
0.2227; 0.8060; 1.3475 
0.2252; 0.8060; 1.3510 
0.2216; 0.8060; 1.3538 
0.2208; 0.8060; 1.3560 
0.2206; 0.8059; 1.3564 
0.2218; 0.8059; 1.3530 
0.2211; 0.8060; 1.3541 
0.4133; 0.8059; 1.2352 
0.3776; 0.8059; 1.3075 
0.3449; 0.8059; 1.2964 
0.3422; 0.8060; 1.3371 
0.3162; 0.8059; 1.3636 
0.3194; 0.8059; 1.3647 
0.2883; 0.8060; 1.4069 
0.2928; 0.8060; 1.3824 
0.2825; 0.8060; 1.3927 
0.2716; 0.8060; 1.3871 
0.2726; 0.8060; 1.4025 
0.2741; 0.8059; 1.4287 
0.2762; 0.8059; 1.4288 
0.2690; 0.8060; 1.4188 
0.2746; 0.8060; 1.4238 
0.2758; 0.8060; 1.4259 
0.2758; 0.8060; 1.4327 
0.2729; 0.8059; 1.4312 
0.2748; 0.8059; 1.4117 
0.2733; 0.8059; 1.4060 
0.2728; 0.8059; 1.4061 
0.2697; 0.8059; 1.3878 
0.2669; 0.8060; 1.3746 
0.2645; 0.8060; 1.3809 
0.2632; 0.8060; 1.3873 
0.2643; 0.8060; 1.3800 
0.2619; 0.8060; 1.3748 
0.2577; 0.8060; 1.3673 
0.2560; 0.8060; 1.3623 
0.2554; 0.8060; 1.3549 
0.2599; 0.8059; 1.3712 
0.2534; 0.8060; 1.3548 
0.2522; 0.8059; 1.3637 
0.2504; 0.8060; 1.3728 
0.2496; 0.8060; 1.3724 
0.2457; 0.8060; 1.3690 
0.2485; 0.8060; 1.3685 
0.2490; 0.8060; 1.3633 
0.2466; 0.8060; 1.3632 
0.2456; 0.8060; 1.3664 
0.2463; 0.8060; 1.3713 
0.2442; 0.8060; 1.3709 
0.2437; 0.8061; 1.3713 
0.2462; 0.8061; 1.3674 
0.2514; 0.8060; 1.3683 
0.2495; 0.8060; 1.3651 
0.2485; 0.8060; 1.3629 
0.2494; 0.8060; 1.3650 
0.2480; 0.8060; 1.3650 
0.2474; 0.8060; 1.3616 
0.3117; 0.8060; 1.4120 
0.2392; 0.8061; 1.3648 
0.2350; 0.8061; 1.4344 
0.2137; 0.8061; 1.3951 
0.2442; 0.8061; 1.4439 
0.2389; 0.8061; 1.3974 
0.2340; 0.8060; 1.3856 
0.2351; 0.8060; 1.4028 
0.2357; 0.8060; 1.3969 
0.2293; 0.8061; 1.3775 
0.2345; 0.8061; 1.3762 
0.2334; 0.8061; 1.3765 
0.2252; 0.8061; 1.3891 
0.2183; 0.8061; 1.3791 
0.2207; 0.8061; 1.4022 
0.2218; 0.8061; 1.3951 
0.2229; 0.8061; 1.4182 
0.2139; 0.8061; 1.4023 
0.2156; 0.8061; 1.3943 
0.2163; 0.8061; 1.4039 
0.2213; 0.8061; 1.4066 
0.2197; 0.8061; 1.4071 
0.2201; 0.8060; 1.4274 
0.2228; 0.8060; 1.4364 
0.2248; 0.8060; 1.4397 
0.2278; 0.8060; 1.4423 
0.2259; 0.8060; 1.4499 
0.2245; 0.8060; 1.4407 
0.2191; 0.8061; 1.4437 
0.2253; 0.8060; 1.4451 
0.2254; 0.8061; 1.4371 
0.2214; 0.8061; 1.4312 
0.2204; 0.8061; 1.4390 
0.2235; 0.8061; 1.4418 
0.2241; 0.8061; 1.4392 
0.2230; 0.8061; 1.4273 
0.2323; 0.8061; 1.4306 
0.2275; 0.8061; 1.4230 
0.2271; 0.8061; 1.4273 
0.2259; 0.8061; 1.4261 
0.2273; 0.8061; 1.4240 
0.2272; 0.8061; 1.4260 
0.2287; 0.8061; 1.4241 
0.2274; 0.8061; 1.4224 
0.2277; 0.8061; 1.4243 
0.2260; 0.8061; 1.4249 
0.2255; 0.8061; 1.4241 
0.2282; 0.8061; 1.4219 
0.2296; 0.8061; 1.4280 
0.2286; 0.8061; 1.4196 
0.1216; 0.8061; 1.5797 
0.1964; 0.8061; 1.5107 
0.2355; 0.8061; 1.4822 
0.1838; 0.8060; 1.4995 
0.2149; 0.8060; 1.4422 
0.2252; 0.8061; 1.4289 
0.2238; 0.8061; 1.4021 
0.2334; 0.8061; 1.4115 
0.2380; 0.8061; 1.4076 
0.2372; 0.8061; 1.4295 
0.2427; 0.8060; 1.4286 
0.2391; 0.8061; 1.3955 
0.2380; 0.8061; 1.4016 
0.2430; 0.8060; 1.4134 
0.2383; 0.8061; 1.4247 
0.2395; 0.8061; 1.4312 
0.2455; 0.8061; 1.4278 
0.2414; 0.8061; 1.4290 
0.2409; 0.8061; 1.4160 
0.2469; 0.8061; 1.4329 
0.2475; 0.8061; 1.4338 
0.2419; 0.8061; 1.4497 
0.2397; 0.8061; 1.4470 
0.2325; 0.8061; 1.4396 
0.2370; 0.8061; 1.4357 
0.2336; 0.8061; 1.4397 
0.2334; 0.8061; 1.4408 
0.2334; 0.8060; 1.4413 
0.2342; 0.8060; 1.4437 
0.2344; 0.8060; 1.4456 
0.2328; 0.8060; 1.4463 
0.2294; 0.8060; 1.4385 
0.2252; 0.8060; 1.4388 
0.2313; 0.8060; 1.4389 
0.2389; 0.8060; 1.4405 
0.2372; 0.8060; 1.4386 
0.2403; 0.8061; 1.4427 
0.2381; 0.8060; 1.4375 
0.2390; 0.8060; 1.4418 
0.2459; 0.8060; 1.4496 
0.2498; 0.8060; 1.4451 
0.2480; 0.8060; 1.4380 
0.2501; 0.8060; 1.4333 
0.2492; 0.8060; 1.4316 
0.2487; 0.8060; 1.4306 
0.2482; 0.8060; 1.4322 
0.2465; 0.8060; 1.4344 
0.2462; 0.8060; 1.4367 
0.2472; 0.8060; 1.4432 
0.2457; 0.8060; 1.4405 
0.1259; 0.8060; 1.4281 
0.2467; 0.8060; 1.2417 
0.2230; 0.8060; 1.3931 
0.2062; 0.8061; 1.3659 
0.1904; 0.8060; 1.3989 
0.2153; 0.8061; 1.4182 
0.2254; 0.8061; 1.4216 
0.2030; 0.8060; 1.4048 
0.2148; 0.8060; 1.3808 
0.2119; 0.8060; 1.3882 
0.2104; 0.8060; 1.3984 
0.2063; 0.8060; 1.3972 
