geral
376.3911
376.1617
376.0369
375.9733
375.7101
376.1932
376.4323
376.4812
376.7262
377.0048
376.7440
376.4728
377.1760
377.1958
376.9967
377.4138
377.0906
376.8449
377.1768
377.1599
376.9208
376.8367
376.4746
376.8825
376.7874
376.7176
376.7901
376.9674
376.8304
376.4379
377.0997
376.8347
376.9836
377.2396
377.0118
376.7649
376.8642
376.8456
376.7021
376.5542
376.4081
376.9435
377.2769
377.5430
377.5770
377.5344
377.3498
377.0160
377.5693
377.5620
377.3250
377.6302
377.2730
376.9828
377.2215
376.9946
376.9308
376.9229
376.8881
377.2739
377.6638
377.5062
377.4670
377.6465
377.5254
377.1014
377.5292
377.3146
377.2093
377.2387
377.0340
377.0464
377.2999
377.1815
377.1260
376.9279
376.8415
377.1818
377.2054
377.1449
377.0573
377.0292
376.8396
376.4415
376.9403
376.6347
376.4739
376.5186
376.2459
376.1511
376.3698
376.3297
376.3651
376.2193
376.0702
376.6387
376.7881
376.6175
376.5566
376.6854
376.4431
376.3062
376.9016
376.8257
376.7218
376.7294
376.4733
376.6180
376.8230
376.5904
376.5242
376.4622
376.2219
376.5750
376.6524
376.8650
376.7304
376.9225
376.7447
376.4245
376.8013
376.6624
376.6544
376.7469
376.4680
376.2767
376.3737
376.3316
376.1998
376.1202
375.9899
376.1982
376.0774
376.1994
376.1485
376.2225
375.9864
375.7176
376.2278
376.1222
376.1126
376.3062
376.0476
375.9527
376.0310
375.9306
375.7609
375.7038
375.6740
376.0223
375.9718
375.8414
375.8355
375.9294
375.6213
375.3987
375.7464
375.6467
375.5622
375.4481
375.2656
375.2605
375.1580
375.0224
375.0414
375.1284
375.1225
375.4105
375.6190
375.7346
375.7258
375.7410
375.6460
375.5243
375.9441
375.8979
375.8592
375.7714
375.5222
375.5683
375.6359
375.5199
375.3535
375.3424
375.2736
375.8817
375.8198
375.8086
375.6774
375.7746
375.5510
375.4521
375.9757
375.8961
375.8116
375.9400
375.7260
375.6111
375.6888
375.5739
375.6815
375.6465
375.4583
375.9373
376.1948
376.5020
376.5744
376.7140
376.5383
376.4771
376.8372
376.7773
376.8462
376.8322
376.5646
376.5239
376.6406
376.5051
376.5047
376.5242
376.3855
377.0399
377.0585
377.0812
377.0401
377.0401
376.7491
376.5208
376.8437
376.6954
376.4943
376.3531
376.1366
376.0349
376.0946
376.1161
376.0228
375.9775
375.7709
376.2042
376.2113
376.1283
376.0891
376.1803
375.9356
375.7445
375.9152
375.7954
375.7007
375.8695
375.5787
375.6862
375.9001
375.8134
375.6642
375.5436
375.3534
375.9597
376.0514
376.0226
376.1108
376.1740
376.0132
375.6983
376.1240
375.9795
375.8008
375.9103
375.7205
375.8785
375.9546
375.8661
375.8439
375.7353
375.6240
375.9166
375.9492
376.0248
376.0942
376.0367
375.8031
375.7215
376.0212
375.8093
375.7967
375.8318
375.6257
375.6422
375.8640
375.7498
375.6430
375.5295
375.3545
376.0933
376.2562
376.3573
376.4662
376.6025
376.3269
376.1241
376.5304
376.3339
376.2466
376.3851
376.1994
376.2001
376.2437
376.1929
376.0658
375.9880
375.9856
376.2305
376.2401
376.3125
376.2797
376.3423
376.0967
375.9766
376.3231
376.1457
376.0113
376.0880
375.9022
375.8943
376.1259
375.9986
375.9001
375.7818
375.6571
375.9383
376.0118
376.0699
376.1897
376.1989
376.1083
375.7857
376.1904
375.9890
375.7557
375.6760
375.5479
375.5295
375.7177
375.5998
375.4246
375.3020
375.0559
375.1181
375.1609
375.2016
375.2022
375.2188
374.9770
374.8169
374.9373
374.8589
374.6855
374.8043
374.5953
374.5016
374.6575
374.5915
374.5312
374.4481
374.4639
374.9474
375.0647
375.1025
374.9831
375.0782
374.8747
374.6630
374.8457
374.7197
374.7259
374.7208
374.5246
374.5860
374.6434
374.5469
374.3680
374.3388
374.1880
374.7346
374.8683
374.7847
374.7789
374.8813
374.6699
374.5011
374.7916
374.6334
374.6509
374.6620
374.4999
374.4195
374.7030
374.6658
374.6785
374.6502
374.5078
374.6565
374.6610
374.6658
374.6685
374.7473
374.5342
374.3679
374.5490
374.4960
374.2255
374.3456
374.1494
374.1972
374.2890
374.2326
374.1003
374.0294
373.8520
374.3466
374.2818
374.2644
374.1419
374.0927
374.0026
373.9100
374.2526
374.0260
373.9710
374.0587
373.8524
373.7935
373.8967
373.7159
373.8282
373.6194
373.6890
373.8831
373.8365
373.9250
373.9561
374.0075
373.9230
373.6920
374.0919
374.1388
374.1352
374.0713
373.8779
373.8797
373.9739
373.9515
373.8329
373.7354
373.6025
373.9293
373.9845
373.9692
373.9588
374.1166
374.0699
373.9513
374.1381
373.9740
373.8247
373.8463
373.6302
373.6744
373.8298
373.8076
373.6787
373.6643
373.5590
373.7697
373.6643
373.7670
373.6221
373.7361
373.6025
373.4383
373.8398
373.7964
373.6984
373.6890
373.5070
373.4808
373.5771
373.4734
373.4271
373.3712
373.2336
373.5071
373.6691
373.6718
373.5611
373.6476
373.5952
373.5931
373.8903
373.8402
373.6871
373.8472
373.7061
373.5970
373.5703
373.4962
373.4675
373.3949
373.3206
373.5956
373.7740
373.8244
373.7339
373.7173
373.6498
373.4967
373.8767
373.7852
373.6692
373.7504
373.6235
373.5137
373.6745
373.6413
373.7034
373.6059
373.4858
373.9324
373.9974
373.9376
374.0234
374.0354
373.8584
373.7063
374.0797
373.8981
373.9049
373.8997
373.7227
373.7453
373.8919
373.9320
373.8235
373.7857
373.7449
374.2291
374.2455
374.3958
374.3692
374.4087
374.1946
374.0276
374.2727
374.2106
374.1558
374.2237
374.1138
374.0969
374.1317
374.1258
374.0960
373.9904
373.8989
374.3176
374.4151
374.4171
374.6875
374.7021
374.5206
374.3285
374.5657
374.4803
374.3372
374.3513
374.1305
374.0547
374.2159
374.1860
374.1402
374.1040
374.0362
374.4625
374.3960
374.4967
374.4162
374.4724
374.2982
374.2267
374.4421
374.4412
374.4287
374.5413
374.3763
374.4175
374.5986
374.5620
374.5793
374.6215
374.4894
374.6944
374.7525
374.8093
374.7851
374.8387
374.7711
374.6118
375.0146
374.9459
374.8887
374.8673
374.7280
374.7356
374.8273
374.7186
374.6130
374.5361
374.4297
374.8910
374.9369
375.0599
374.9783
375.0274
374.9333
374.7626
375.0303
374.8954
374.7921
374.8500
374.6949
374.6546
374.6659
374.5782
374.6759
374.6056
374.4144
374.6588
374.7952
374.8631
374.9160
375.0087
374.9045
374.8271
375.0634
375.0288
375.0196
375.0069
374.9168
374.8879
374.9286
374.8834
374.8329
374.7368
374.6957
374.8958
374.9061
374.7571
374.8074
374.8337
374.6920
374.6623
374.8296
374.8683
374.7977
374.8038
374.6761
374.6693
374.9157
374.9904
374.8924
374.8774
374.8697
375.3183
375.3932
375.3700
375.5204
375.5167
375.4573
375.4209
375.6412
375.6147
375.5617
375.5565
375.4148
375.4374
375.6196
375.5231
375.4623
375.4441
375.3427
375.6416
375.6189
375.6678
375.7067
375.6842
375.5718
375.6134
375.8367
375.8422
375.9005
375.9699
375.8369
375.7250
375.7473
375.6916
375.5746
375.5331
375.4703
375.7409
375.8605
375.9222
375.8387
375.8811
375.7461
375.6271
375.8227
375.6822
375.5369
375.5884
375.4400
375.4848
375.6075
375.5365
375.5447
375.4977
375.3629
375.8021
375.9363
376.1047
376.3082
376.3388
376.2339
376.0372
376.2254
376.1129
376.1088
376.0281
375.8398
375.8016
375.8180
375.7184
375.7350
375.6560
375.7092
375.7885
375.8427
375.9288
375.9611
375.9721
375.8600
375.7776
376.1250
376.1058
376.0442
376.1722
376.0439
376.1218
376.1113
376.0747
376.0519
375.9312
375.9674
376.0096
376.1456
376.0529
376.0117
375.9977
375.8590
375.7902
375.9716
375.8865
375.8538
375.9503
375.7814
375.7835
375.8068
375.8054
375.7949
375.7741
375.6577
375.7843
375.7531
375.8653
375.8962
375.8490
375.7591
375.6983
375.9496
375.7943
375.7688
375.7521
375.5629
375.5467
375.6904
375.7951
375.7624
375.7501
375.7016
375.8296
375.9207
375.9304
375.9202
375.9486
375.8707
375.6541
375.8232
375.8201
375.6974
375.7389
375.6110
375.6157
375.7157
375.6880
375.6598
375.6206
375.4659
375.5663
375.5954
375.6485
375.7951
375.8685
375.8027
375.6814
375.8329
375.7860
375.6714
375.6349
375.5360
375.6334
375.7667
375.7490
375.7472
375.6750
375.5863
375.7986
375.8366
375.8488
375.8664
375.8581
375.7642
375.6731
375.9878
375.9417
375.8767
375.8833
375.7601
375.8817
375.9171
375.9148
375.8053
375.8307
375.7119
376.0943
376.1733
376.2180
376.2971
376.2827
376.2274
376.0829
376.3341
376.2990
376.2520
376.3214
376.1859
376.0652
376.1118
376.0854
376.0014
375.9985
375.8291
376.0052
376.0458
375.9528
375.9023
375.9803
375.8264
375.7763
376.0991
375.9490
375.9109
375.9583
375.8208
375.7299
375.8500
375.7392
375.6812
375.6855
375.5818
375.7364
375.8941
375.9678
375.9768
376.0140
375.9716
375.8232
375.9073
375.8264
375.8081
375.9065
375.7415
375.8322
375.9733
375.8634
375.8289
375.7401
375.7301
375.8724
375.9084
376.0237
376.0012
375.9555
375.8750
375.6818
375.8428
375.7253
375.7412
375.8075
375.6609
375.7158
375.8174
375.7411
375.7170
375.6551
375.5427
375.6599
375.7549
375.6660
375.6573
375.7174
375.6499
375.5305
375.7906
375.7133
375.6789
375.7473
375.6168
375.6023
375.5971
375.5045
375.4978
375.4000
375.3756
375.5579
375.7310
375.7921
375.7543
375.8265
375.7162
375.7363
376.0166
375.9757
375.9905
375.9635
375.8303
375.7291
375.8513
375.7890
375.7398
375.7069
375.6112
375.7773
375.9436
375.9658
376.0011
376.1122
376.0216
375.9099
376.1936
376.1121
376.0419
376.1347
376.0168
375.9769
376.0396
375.9569
375.8734
375.7963
375.6553
375.9226
375.9814
376.0205
375.9553
375.9419
375.8169
375.7513
375.9551
375.8864
375.8087
375.8514
375.7278
375.7455
375.8641
375.7991
375.8004
375.6863
375.6125
375.7281
375.7329
375.8626
375.8170
375.7947
375.7422
375.5663
375.7296
375.7613
375.6714
375.7353
375.6285
375.5682
375.6040
375.5482
375.4682
375.4291
375.3173
375.4104
375.3767
375.4398
375.4398
375.4808
375.3244
375.2357
375.3577
375.3449
375.3078
375.3383
375.2216
375.2253
375.2153
375.1144
375.0425
374.9596
374.9179
375.0874
375.1120
375.1242
375.1957
375.2277
375.1173
374.9752
375.1376
375.1103
375.0818
375.0775
374.9336
374.8868
374.9666
374.9256
374.8318
374.7574
374.7777
374.9612
375.0368
375.0117
374.9971
375.0432
374.9605
374.9162
375.1430
375.1651
375.0899
375.1781
375.0611
375.0241
375.1370
375.0695
375.0349
375.0096
374.9062
374.9533
374.9620
374.9141
374.9827
374.9846
374.9335
374.8849
375.1117
375.1968
375.1383
375.1451
375.0341
374.9919
375.0191
374.9772
374.9341
374.8416
374.7886
374.8692
374.9019
374.9364
374.8726
374.9406
374.8835
374.8471
375.1686
375.1362
375.0771
375.0280
374.9007
374.8794
374.9845
374.9114
374.9089
374.8857
374.8536
375.2186
375.2306
375.3118
375.2176
375.1957
375.1101
375.0078
375.2089
375.1304
375.0242
375.1556
375.0370
374.9862
375.0208
374.9783
374.9269
374.8919
374.7880
375.0758
375.1662
375.1945
375.1981
375.2372
375.1269
375.0380
375.1657
375.0854
374.9802
375.0383
374.9474
374.9549
374.9972
374.9167
374.8179
374.7096
