geral
400.8709
338.5934
320.9315
283.8044
343.4181
365.3298
375.6045
363.6783
373.3195
350.1863
339.8405
389.8970
374.5140
370.1345
383.8777
367.9403
364.2775
380.3479
374.2040
370.4464
363.7116
357.8308
375.1670
381.8556
384.6014
381.6570
381.1112
377.7211
369.0165
383.2582
374.7565
373.5850
374.7049
367.0970
365.7808
367.4303
368.2321
364.6888
361.4052
362.0147
374.8906
380.3576
374.8723
372.3956
374.8106
372.1788
367.9771
373.3628
372.4149
372.1673
372.1187
367.7188
367.2412
370.3902
370.2420
369.7195
369.4438
370.6140
376.1957
379.3901
376.4494
375.3161
376.7161
373.4312
371.4989
376.9984
376.6372
376.4811
377.5118
374.6633
373.9053
377.6669
374.4940
373.2015
371.3125
371.3286
374.9890
373.9358
373.4547
372.8736
372.0053
370.9140
368.9556
374.1412
371.0889
370.5478
371.3788
369.0160
369.7127
371.0914
370.3811
370.4832
369.3903
367.9899
372.0696
373.7800
375.5183
373.8150
373.8280
372.3482
369.6069
373.7014
372.5203
372.6157
373.2280
371.4211
371.9734
372.5528
371.0644
371.5337
370.6595
368.9336
371.6914
371.2858
372.7030
371.8783
371.5339
371.1869
370.3565
371.7894
371.0484
368.9585
369.0390
367.9066
367.1817
368.4323
367.6741
366.9018
366.5025
366.0753
368.5673
368.9698
370.3530
371.5481
372.5637
371.9316
371.8902
374.5383
373.6204
373.5651
373.7715
371.8778
372.4653
373.8892
374.1760
374.8134
374.8721
373.7802
374.5252
375.0246
376.1217
375.8117
375.9377
375.2974
373.8839
375.1105
374.6416
374.2105
374.3641
372.8755
373.4595
374.8469
374.6306
373.4387
372.9234
372.6283
374.3968
375.3238
376.2557
376.2988
376.4647
375.0927
373.6216
376.2330
375.9767
375.8124
376.7833
375.8406
375.7555
376.0958
375.2391
374.5179
374.0786
373.0228
374.7076
375.2558
374.5587
374.7011
375.2867
374.5548
373.0259
374.5049
373.5525
373.8831
374.0734
372.9207
372.5088
372.7888
373.1759
372.5344
371.0189
370.1430
370.7211
371.6057
372.4807
372.4933
372.4482
371.3466
370.9535
370.9822
370.9347
369.9902
370.7002
370.0647
369.8266
370.1024
370.1045
369.3962
369.2959
368.8638
370.1447
370.7360
370.1607
370.6210
370.8932
370.0294
369.0019
370.9208
370.9708
370.8336
371.0941
369.9773
369.6472
370.3626
370.8017
370.8787
370.4349
369.4890
370.9359
371.9913
372.8720
372.6148
373.4075
372.8646
372.0799
372.9514
372.3496
372.2088
372.0724
371.1184
370.9780
371.1776
371.1790
370.9384
370.6191
370.2828
371.5376
372.1401
371.7643
371.6585
371.6282
370.8031
369.9263
370.7290
370.2271
369.7848
369.6147
368.9091
369.0589
369.5107
369.0306
368.3618
367.8520
367.3141
367.8200
369.1760
369.3321
369.0245
369.4278
368.3713
367.8622
368.3683
368.1579
367.9310
368.2674
367.7898
367.5975
368.2462
368.0794
367.6618
367.5463
366.8507
367.5838
368.1389
368.4216
368.2039
368.7352
368.3423
367.3809
369.2052
369.0206
369.3331
370.0135
369.3845
369.5935
370.4227
370.0869
369.7831
369.4124
368.7673
369.8190
370.8087
371.4730
371.2943
371.2663
371.1079
370.5121
372.0431
371.6991
371.0732
371.1074
370.4048
370.7301
371.3157
371.0642
370.7820
370.8472
370.5281
371.3242
371.5965
371.7175
371.9768
372.1478
371.8738
370.9794
372.5587
372.3056
371.7895
371.8504
371.2299
370.6757
371.2814
370.7585
370.4559
370.1019
369.7551
371.3238
371.6094
371.2408
370.9125
370.8871
370.5720
369.6588
370.2973
369.7826
369.7162
369.8251
369.1814
369.2948
369.7585
369.5710
369.3634
369.0004
368.6207
369.3795
369.3330
369.5095
369.4618
369.5658
368.9168
368.7347
369.3837
369.1693
369.2742
369.7041
369.1632
369.2274
369.6606
369.2358
368.9542
368.7567
368.6544
370.5344
370.3546
370.3718
370.4218
370.6652
370.4182
370.1348
370.9921
371.2000
370.9223
371.2938
370.9076
370.7420
370.7974
370.5995
370.6113
370.2522
369.5859
370.4704
370.4810
370.1715
370.3859
370.5627
370.4862
370.0563
371.1426
370.9264
370.7042
370.7829
370.1241
369.8948
370.5088
370.1444
370.0471
369.7541
369.2636
370.3213
370.3898
369.9439
369.8456
369.9700
369.5365
369.3413
370.1201
369.9504
369.9557
369.8074
369.3083
369.3841
369.9494
369.8629
369.8213
369.4579
369.2905
369.7725
369.9006
370.5356
370.6808
370.7726
370.3253
369.7957
370.2986
369.8314
369.5225
369.4165
368.8849
368.9444
369.3397
369.4821
369.4219
369.2907
369.4807
369.8365
369.7166
369.9199
369.6224
369.7765
369.4890
369.2743
369.7199
369.4608
369.3177
369.6401
369.3599
369.1087
369.3444
369.2396
369.2107
369.0709
368.7927
370.1314
370.4198
370.1367
370.4236
370.3833
369.9031
369.7127
370.8070
370.4137
370.2791
370.6190
370.0867
370.1489
370.5308
370.6017
370.4207
370.1858
369.9221
370.2676
370.4091
370.6644
371.0607
371.0522
370.5853
370.5356
370.8815
370.4505
370.1025
370.2827
369.7768
369.5704
369.8589
369.6465
369.3342
369.2423
369.0856
370.2459
370.5238
370.4398
370.6499
370.9078
370.5321
370.3620
371.0408
370.9264
370.7404
370.9526
370.5634
370.5335
370.6301
370.3169
370.0379
369.8711
369.6402
370.1840
370.4188
370.5494
370.4286
370.6291
370.2078
369.9701
370.7837
370.6468
370.4788
370.6253
370.2896
370.1958
370.6991
370.4646
370.4435
370.4251
370.2456
371.1652
371.6799
371.6984
371.4499
371.4138
370.9806
370.6593
371.4291
371.1718
371.2743
371.3918
370.9931
371.2238
371.4316
371.5976
371.5547
371.2594
371.0486
371.5441
371.7333
371.9457
372.0308
372.4010
372.1382
371.8786
372.6758
372.4585
372.2017
372.3826
371.9889
372.1063
372.3587
372.2957
372.5137
372.3026
372.0984
372.8329
373.0562
373.4693
373.3947
373.4117
373.2803
372.9507
373.5860
373.7133
373.5189
373.6771
373.4229
373.5115
373.8179
373.7903
373.6463
373.4502
373.5311
374.0386
374.4301
374.7582
374.8202
374.9397
374.5948
374.1093
374.6079
374.3110
374.0976
374.0907
373.7275
373.5224
373.6126
373.7609
373.4806
373.4307
373.3888
374.1467
374.4656
374.5472
374.6388
374.7179
374.6515
374.1708
374.8080
374.7202
374.6897
374.8171
374.5713
374.5349
375.0345
375.1311
375.0666
374.9111
374.8854
375.2886
375.5291
375.7644
375.6835
375.8867
375.5101
375.2589
375.7731
375.5981
375.2758
375.3485
374.9711
374.7628
374.9505
374.8066
374.6647
374.4169
374.3870
374.8412
374.9993
375.0781
375.0831
375.1208
374.9368
374.7813
375.0379
375.1443
374.8765
374.9286
374.5968
374.7363
375.2355
375.0915
375.0337
374.8042
374.6362
375.5108
375.5677
375.5354
375.7283
375.8738
375.8195
375.5526
376.2248
376.1227
376.1557
376.3732
376.1116
376.1721
